epoch,loss
1,0.7616315484046936
2,0.6479403972625732
3,0.6031386256217957
4,0.5548879504203796
5,0.5067136883735657
6,0.46280816197395325
7,0.42659255862236023
8,0.3985922336578369
9,0.3779739737510681
10,0.3622550070285797
11,0.3493865132331848
12,0.33825361728668213
13,0.32859450578689575
14,0.3201066553592682
15,0.31258586049079895
16,0.30546751618385315
17,0.2986515164375305
18,0.2921706438064575
19,0.28680670261383057
20,0.2817116677761078
21,0.27697911858558655
22,0.272612601518631
23,0.2683980464935303
24,0.26458558440208435
25,0.2608206868171692
26,0.2572513520717621
27,0.25380781292915344
28,0.25051048398017883
29,0.2472371608018875
30,0.2440565824508667
31,0.2408967912197113
32,0.23792791366577148
33,0.2349318116903305
34,0.23203107714653015
35,0.22923681139945984
36,0.2264755815267563
37,0.22373029589653015
38,0.22110161185264587
39,0.21862247586250305
40,0.21612094342708588
41,0.21373210847377777
42,0.211390420794487
43,0.20906971395015717
44,0.2068663388490677
45,0.20465652644634247
46,0.20254626870155334
47,0.20039859414100647
48,0.19826778769493103
49,0.19608737528324127
50,0.1940649449825287
51,0.19204916059970856
52,0.19008228182792664
53,0.18797315657138824
54,0.1859988570213318
55,0.18409988284111023
56,0.18199586868286133
57,0.1800680309534073
58,0.17804454267024994
59,0.17602966725826263
60,0.17434297502040863
61,0.17256811261177063
62,0.17074160277843475
63,0.1689160168170929
64,0.16733093559741974
65,0.16564048826694489
66,0.1640845537185669
67,0.16230560839176178
68,0.16084171831607819
69,0.15913540124893188
70,0.1575213074684143
71,0.15596354007720947
72,0.15444117784500122
73,0.1530722677707672
74,0.15174444019794464
75,0.15047617256641388
76,0.149251788854599
77,0.14807568490505219
78,0.14681647717952728
79,0.1456225961446762
80,0.1444326937198639
81,0.1433289498090744
82,0.14229412376880646
83,0.141371950507164
84,0.1404324173927307
85,0.13953343033790588
86,0.13870109617710114
87,0.1378030627965927
88,0.136976420879364
89,0.1361483782529831
90,0.1353340893983841
91,0.13454414904117584
92,0.13376133143901825
93,0.13301028311252594
94,0.13230030238628387
95,0.13157376646995544
96,0.13085821270942688
97,0.1301235556602478
98,0.12943772971630096
99,0.1288016438484192
100,0.12811611592769623
